"word","freq"
"항구토제",2
"항균",1
"항균제",6
"항독소",1
"항문",134
"항문괄약근",1
"항문주위",15
"항문직장기형",1
"항문통증",5
"항바이러스제",71
"항불안제",6
"항산균",2
"항생",56
"항생제",1986
"항생제내성",1
"항암",493
"항암제",73
"항염증",1
"항염증제",1
"항우울",1
"항우울제",21
"항원",21
"항응고",1
"항응고제",15
"항진",2
"항진균제",9
"항체",11
"항콜린제",1
"항핵항체",1
"항혈소판제",3
"항혈전제",32
"항호르몬",1
"항히스타민제",8
"해독",1
"해리",6
"해리증상",1
"해부",1
"해부학",1
"해산물",7
"해상도",1
"해석",6
"해열",54
"해열제",718
"해열진통제",10
"해제",2
"핵심",1
"핵의학",3
"핸드",2
"햇빛",14
"행동",874
"행동장애",3
"행위",27
"행정",2
"행태",2
"향기",1
"향수",1
"허기",2
"허리",1533
"허리부위",8
"허리뼈",4
"허리통증",426
"허용",6
"허탈",4
"허혈",1
"헌혈",2
"헛손질",4
"헤로인",1
"헤르페스",9
"헤모글로빈",7
"헤파린",3
"헬리코박터",3
"혀뿌리",1
"현기증",56
"현미경",5
"현미경적",9
"현상",41
"현장",92
"현훈",2
"혈관",167
"혈관내",3
"혈관상",1
"혈관성",7
"혈관염",5
"혈관조영",3
"혈관종",14
"혈관증식",1
"혈관폐색",5
"혈관확장제",2
"혈구",1
"혈뇨",248
"혈당",630
"혈당검사",3
"혈류",5
"혈변",234
"혈색소",12
"혈성",9
"혈소판",88
"혈소판감소",1
"혈압",524
"혈압계",2
"혈압상승",1
"혈압측정",1
"혈액",265
"혈액검사",377
"혈액암",2
"혈액응고",1
"혈액투석",111
"혈액형",2
"혈우병",18
"혈장",2
"혈전",18
"혈전용해",1
"혈전증",3
"혈정액",1
"혈종",17
"혈청",2
"혈흉",5
"혐오",2
"협동",1
"협력병원",1
"협부",1
"협심증",130
"협조",44
"협착",49
"협회",2
"형간염",77
"형광",1
"형광물질",1
"형상",15
"형성",42
"형식",5
"형제",34
"형체",2
"형태",35
"호르몬",66
"호산구",3
"호소증상",4
"호스피스",41
"호중구",9
"호흡",259
"호흡곤란",923
"호흡곤란증후군",2
"호흡기",938
"호흡기질환",1
"호흡부전",3
"호흡수",3
"호흡정지",2
"혼동",11
"혼란",67
"혼미",9
"혼수",11
"혼탁",4
"혼합",4
"혼합물",1
"혼합제제",1
"홍반",5
"홍수",1
"홍역",27
"홍조",1
"화상",151
"화상치료",4
"화소",1
"화염화상",1
"화장실",1025
"화학",8
"화학물질",2
"화학약품",6
"화학요법",6
"확대",14
"확률",1
"확산",22
"확성기",1
"확인",4621
"확장",23
"확장기",2
"확진",56
"환각",5
"환경",97
"환기",10
"환상",1
"환시",23
"환약",3
"환청",705
"환후",7
"활동",256
"활동적",27
"활력",2
"활력징후",3
"활보",1
"활성",1
"활성산소",1
"활성탄",2
"활성화",1
"황달",438
"황반",2
"황색종",1
"회로",49
"회복",914
"회복시간",1
"회복실",3
"회상",11
"회색",3
"회음",1
"회장",20
"회전",16
"회전근",2
"회전근개",31
"회전운동",2
"회피",19
"획득",5
"횡격막",3
"횡단",15
"횡돌기",2
"횡문근",3
"효과",591
"효모",1
"효소",7
"효소요법",1
"후각",3
"후각저하",1
"후두",3
"후두경",3
"후두골",2
"후두신경",1
"후두암",21
"후두염",25
"후두엽",2
"후두통",2
"후드",1
"후면",1
"후방",14
"후복막강",2
"후비루",4
"후생",1
"후외방",1
"후유증",53
"후치료",1
"훈련",71
"훼손",1
"휘발",1
"휴식",55
"휴지",46
"흉강경",4
"흉곽",4
"흉곽내",1
"흉곽출구",2
"흉곽출구증후군",1
"흉관",32
"흉막",2
"흉막삼출",5
"흉막삼출액",3
"흉막염",2
"흉막통증",1
"흉복",1
"흉부",183
"흉부대동맥",1
"흉부외과",1164
"흉선",1
"흉선종",1
"흉수",9
"흉추",17
"흉터",38
"흉터조직",1
"흉통",478
"흑색",3
"흑색변",59
"흑색종",10
"흔적",97
"흡기",20
"흡수",5
"흡수장애",3
"흡연",92
"흡인",6
"흡입",35
"흡입기",81
"흡입제",14
"흥분",75
"희롱",1
"희석",2
"흰자위",2
"히스테리",2
"히알루론산",1
"힘줄",13
"aa",29
"aaa",157
"aap",7
"ab",163
"ab",163
"aba",4
"abandonment",5
"abc",6
"abcess",44
"abd",7705
"abdomen",1021
"abdomina",2
"abdominal",2718
"abduction",10
"abductor",3
"abel",1
"aberrant",1
"aberration",9
"abi",7
"abilities",2
"ability",35
"abl",8
"ablated",1
"ablation",74
"ablative",2
"abn",18
"abnormal",242
"abnormalities",9
"abnormality",132
"abnormally",5
"abo",24
"abort",1
"aborted",2
"abortion",120
"about",151
"above",20
"abp",1
"abr",43
"abrasion",64
"abrasions",1
"abrupt",64
"abruptio",3
"abruption",2
"abs",7
"abscess",1724
"abscesses",1
"absence",3
"absolute",2
"absorbable",5
"absorption",2
"abstract",2
"abulia",5
"abulic",10
"abuse",19
"abusive",3
"abutment",2
"abutted",1
"abutting",2
"ac",234
"acanthosis",7
"acc",6
"accelerated",5
"accentuation",1
"accept",2
"acceptable",3
"access",5
"accessory",16
"accident",3
"accompanying",2
"according",1
"accumulation",3
"accusation",1
"acd",6
"ace",6
"acellular",1
"acetabular",7
"acetabulum",51
"acetaminophen",6
"acetazolamide",1
"acetic",2
"ach",5
"achalasia",11
"ache",211
"achieved",1
"achilles",47
"acholic",2
"achondroplasia",6
"achromobacter",1
"acid",113
"acidosis",244
"acinar",19
"acinic",2
"acl",52
"acls",1
"acne",1
"aco",2
"acoma",1
"acoustic",4
"acquired",8
"acromegaly",10
"acromial",1
"acromioclavicular",1
"acromion",4
"acryl",1
"acs",33
"act",3
"acth",39
"actin",1
"acting",30
"actinic",1
"actinomyces",1
"actinomycin",1
"actinomycosis",11
"action",4
"activation",13
"active",468
"activities",39
"activity",158
"actos",6
"acuity",11
"acute",2387
"acv",1
"ad",173
"ada",28
"adalat",21
"adams",4
"adaptation",2
"adaptive",1
"adb",1
"adc",7
"add",329
"addiction",2
"addison",2
"addition",9
"additional",9
"adduction",10
"adductor",4
"ade",1
"adena",3
"adenectomy",1
"adenocarcinoma",1078
"adenocarcinomas",1
"adenoid",23
"adenoidectomy",17
"adenoma",488
"adenomas",7
"adenomatous",12
"adenomyoma",3
"adenosarcoma",2
"adenosine",13
"adenoviral",6
"adenovirus",3
"adequate",1
"adherence",1
"adhesion",65
"adhesions",3
"adhesive",12
"adi",1
"adj",1024
"adjacent",17
"adjust",1
"adjustable",3
"adjustment",60
"adjuvant",450
"adm",408
"admission",156
"admit",1
"admitted",2
"adnexa",29
"adnexal",17
"adolescent",5
"adopted",1
"adrenal",391
"adrenalectomy",24
"adrenocortical",13
"adria",4
"adriamycin",41
"adult",7
"adv",4
"advance",1
"advanced",58
"advancement",46
"adventitia",1
"adventitial",2
"adverse",5
"advice",1
"adynamic",2
"ae",1174
"aeration",2
"aerogene",1
"aerogenes",3
"af",65
"afb",273
"afebrile",15
"affect",100
"affective",16
"affects",1
"afp",195
"aft",5
"after",29
"ag",73
"agammaglobulinemia",2
"agc",1698
"agca",3
"agd",3
"age",558
"agenesis",22
"agent",172
"agents",9
"agglutinin",6
"aggravated",186
"aggravating",43
"aggravation",1382
"aggregated",1
"aggression",11
"aggressive",288
"aggressiveness",11
"aging",1
"agio",2
"agitated",10
"agitation",251
"agl",1
"agn",1
"agnosia",1
"ago",130
"agonal",2
"agonist",6
"agoraphobia",3
"agranulocytosis",3
"agree",1
"agu",1
"ah",16
"ahi",2
"ai",2
"aia",14
"aic",1
"aids",6
"aif",94
"ain",8
"air",167
"airbag",2
"aire",1
"airway",27
"ais",2
"ak",2
"aka",46
"akinesia",21
"akinesis",1
"akinetic",1
"al",12
"ala",10
"alar",6
"alb",17
"albation",6
"albicans",5
"albumin",69
"alc",3
"alcohol",335
"alcoholic",1050
"alcoholics",998
"alcoholism",10
"ald",6
"aldm",1
"aldosterone",4
"aldosteronism",1
"aldrich",7
"alert",399
"alertness",10
"ali",2
"alif",5
"alignment",1
"alk",69
"alkali",1
"alkalization",3
"alkalosis",5
"all",530
"allegra",4
"allergen",3
"allergic",179
"allergy",164
"alliance",1
"allo",104
"allogenic",24
"allograft",9
"allopurinol",8
"allred",1
"alme",1
"almost",4
"aln",3
"alogia",6
"alone",14
"along",12
"alopecia",18
"alp",125
"alpha",5
"als",61
"also",26
"alt",69
"alteration",3
"altered",5
"alternaria",1
"alternating",1
"alternative",1
"alum",2
"alveolar",15
"alveolus",1
"alzheimer",100
"am",191
"am",191
"ama",10
"amantadine",1
"amary",1
"amaryl",111
"amb",2
"ambivalent",3
"ambulance",1
"ambulation",357
"ambulatory",2
"amebiasis",1
"amebic",2
"amenorrhea",22
"ami",164
"aminophylline",5
"aminopyrine",1
"amitriptyline",9
"ammonia",27
"ammonium",2
"amnesia",16
"amnestic",7
"amniocentesis",4
"amniotic",12
"amo",1
"among",1
"amorphous",1
"amount",96
"amp",34
"amphotericin",20
"ampicillin",14
"ample",4
"amplified",1
"amplitude",4
"ampulla",124
"ampullar",7
"ampullary",22
"amputation",334
"amputee",1
"amr",4
"amt",1
"amyl",2
"amylase",151
"amyloid",3
"amyloidosis",22
"amyotrophic",2
"amyotrophy",1
"an",305
"ana",145
"anal",169
"analgesics",8
"analog",2
"analysis",26
"anaphylactic",17
"anaphylaxis",51
"anaplastic",52
"anarthria",2
"anastomosis",396
"anastomotic",4
"anatomical",6
"anatomy",1
"anc",565
"anchor",2
"and",3787
"andor",1
"androgen",6
"anechoic",3
"anemia",779
"anemic",15
"anesthesia",18
"anesthetic",1
"aneurism",1
"aneurysm",682
"aneurysmal",25
"aneurysms",2
"anger",32
"angi",1
"angia",4
"angina",428
"anginal",18
"angiofibroma",3
"angiogram",25
"angiographic",5
"angiography",209
"angiolipoma",4
"angioma",3
"angioneurotic",1
"angioplasty",68
"angiosarcoma",14
"angiospastic",1
"angle",135
"angles",1
"angry",1
"angulation",1
"anhedonia",1
"anhedonic",1
"anhidrosis",2
"ani",1
"anion",2
"anisocytosis",1
"ankle",527
"ankles",2
"ankyloglossia",3
"ankylosing",14
"ankylosis",2
"anl",1
"ann",2
"annoyed",1
"annual",3
"annually",2
"annular",7
"annulus",2
"anomalous",1
"anomaly",26
"anomic",3
"anorectal",11
"anorexia",335
"anorexic",1
"anormal",1
"anosmia",6
"another",22
"ans",15
"answer",134
"ant",471
"antagonist",4
"ante",2
"antecolic",13
"antecubital",1
"antegrade",10
"anterior",433
"anteriorly",1
"anterograde",6
"anterolateral",18
"anteromedial",4
"anthracosis",1
"anthracotic",1
"anti",1263
"antiarrhythmic",1
"antibiotic",41
"antibiotics",1227
"antibody",15
"anticholinergic",2
"anticipatory",5
"anticoagulant",15
"anticoagulants",3
"anticoagulation",117
"anticonvulsant",16
"antidepressant",18
"antiemetics",2
"antiepileptic",4
"antifungal",34
"antigen",2
"antihistamine",35
"antihistamines",2
"antihypertensive",5
"antimedication",4
"antineoplastic",5
"antiplatelet",82
"antipsychotic",3
"antipyretics",2
"antisiphon",1
"antisocial",1
"antispasmodic",1
"antithrombin",2
"antithyroid",3
"antitussive",7
"antiulcer",2
"antivenom",1
"antiviral",66
"antral",17
"antrectomy",8
"antrum",248
"antum",1
"anuria",20
"anus",50
"anxiety",698
"anxiolytic",1
"anxious",30
"any",4
"ao",24
"aorta",201
"aortic",385
"aortitis",1
"aortoiliac",2
"ap",129
"apa",1
"apathic",1
"apathy",6
"apc",75
"apert",13
"apex",40
"apgar",37
"aphagia",11
"aphasia",109
"aphthous",7
"apical",35
"apl",13
"aplasia",6
"aplastic",114
"apnea",64
"apoplexy",3
"app",33
"appearance",37
"appeared",14
"appearing",3
"appendage",4
"appendectomy",615
"appendiceal",26
"appendicitis",328
"appendicular",6
"appendix",33
"appetite",136
"apple",1
"application",2
"applied",5
"apply",525
"approach",43
"appropriate",1
"approval",1
"approximation",3
"apr",47
"apraxia",2
"april",1
"aps",12
"apt",59
"aqueduct",2
"ar",401
"ara",83
"arabitol",1
"arachnoid",45
"arachnoiditis",5
"arae",3
"aras",1
"arb",35
"arbor",2
"arc",14
"arcades",1
"arch",48
"arche",2
"architectural",1
"are",206
"area",2552
"aread",1
"areas",34
"areola",1
"areolar",1
"arest",1
"arf",457
"arg",2
"argon",2
"argue",1
"arguing",2
"ari",1
"arising",13
"arm",568
"armpit",1
"arms",1
"arnold",34
"around",41
"arousal",7
"arrange",130
"arranged",1
"array",1
"arrest",346
"arrhythmia",47
"arrhythmic",1
"arrow",1
"arrows",2
"arrythmia",14
"art",15
"arter",1
"arterial",63
"arteries",12
"arteriopathy",2
"arterioplasty",1
"arteriorrhaphy",2
"arteriosclerotic",1
"arteriovenous",4
"arteritis",22
"artery",481
"arthralgia",183
"arthritic",13
"arthritis",230
"arthrodesis",14
"arthrography",1
"arthrogryposis",3
"arthropathy",13
"arthroplasty",32
"arthrosis",4
"artic",1
"articular",13
"articulation",1
"artifact",9
"artifacts",3
"artificial",17
"artist",1
"aryepiglottic",1
"arytenoid",8
"as",276
"asa",49
"asap",9
"asbestosis",4
"asc",13
"ascc",2
"ascending",169
"ascite",142
"ascites",676
"ascitic",2
"ascus",20
"aseptic",50
"ash",3
"asia",11
"asis",7
"asleep",11
"aso",14
"asp",55
"aspect",35
"asperger",1
"aspergillosis",54
"aspergillus",10
"asphyxia",41
"aspirated",1
"aspiration",705
"aspirin",786
"ass",7
"assay",14
"assertive",2
"asses",1
"assess",4
"assessment",22
"assist",3
"assisted",119
"associate",2
"associated",360
"association",12
"associative",13
"ast",47
"asta",1
"asthma",1414
"asthmatic",9
"astri",1
"astrix",212
"astrocytoma",10
"asymmetric",19
"asymmetrical",1
"asymmetry",2
"asymptomatic",10
"asystole",48
"at",1837
"ata",39
"ataxia",66
"ataxic",7
"atb",1
"atelectasis",190
"atelectatic",1
"atheromatous",2
"atherosclerosis",16
"atherosclerotic",4
"ation",1
"atlanta",1
"atlantis",1
"atlantoaxial",1
"atm",10
"atmosphere",3
"atn",7
"ato",1
"atonia",1
"atonic",7
"atony",4
"atopic",54
"atopy",12
"atp",69
"atresia",42
"atrial",41
"atrioventricular",1
"atrium",7
"atrophic",91
"atrophied",6
"atrophy",108
"atropic",20
"atropin",3
"atropine",22
"attach",3
"attached",4
"attachment",2
"attack",347
"attempt",201
"attempts",1
"attention",43
"attentive",8
"attenuated",5
"attenuating",3
"attenuation",6
"attic",9
"attitude",3
"attune",1
"atv",1
"atypical",253
"atypically",1
"au",11
"auc",3
"audi",1
"audible",2
"audiometry",1
"auditory",432
"auer",4
"aug",1
"augmentation",16
"aura",267
"aural",1
"aureus",5
"auria",1
"auricle",6
"auricular",19
"aus",3
"aute",2
"authority",1
"autism",5
"auto",135
"autoantibody",4
"autocycle",1
"autograft",1
"autoimmune",96
"autoimmunity",1
"autologous",21
"automatism",91
"autonomic",17
"autosomal",3
"autotransplantation",1
"av",398
"ava",3
"avascular",5
"avd",4
"average",2
"avg",15
"avm",98
"avn",115
"avoidance",23
"avoidant",2
"avulsion",34
"aw",66
"awake",8
"awaked",1
"awaken",1
"awakening",1
"aware",1
"awareness",18
"away",1
"awful",1
"ax",3
"axial",10
"axilla",59
"axillar",13
"axillary",193
"axis",21
"axon",1
"axonal",5
"azathioprine",63
"azotemia",6
"azygos",1
"ba",622
"baby",66
"bac",17
"bacilli",30
"bacillus",1
"back",1969
"backache",5
"background",5
"bact",1
"bacteremia",11
"bacteria",17
"bacterial",96
"bacteriologic",1
"bacteriuria",111
"bae",86
"bag",19
"bagging",15
"bail",1
"bailar",1
"bain",1
"bak",1
"baker",1
"bal",11
"balance",3
"balanoposthitis",1
"baline",1
"ball",59
"ballon",9
"balloon",129
"ballooning",25
"bamboo",1
"bana",1
"band",24
"bandage",4
"banding",1
"banff",6
"banking",2
"bar",8
"barbeque",2
"bare",6
"barium",12
"barking",16
"barotrauma",1
"barre",6
"barrett",5
"bars",2
"barthel",1
"basal",140
"base",123
"based",46
"baseline",133
"basement",1
"basia",3
"basilar",37
"basket",12
"basophil",2
"battery",10
"bau",1
"bay",150
"bayley",1
"bb",39
"bbb",2
"bc",1
"bcc",46
"bcf",3
"bcl",1
"bcr",46
"bcs",1
"bd",36
"be",81
"bead",15
"beak",1
"beals",1
"bean",2
"bearing",11
"beat",7
"beating",7
"beats",1
"because",2
"bechet",23
"becker",2
"bed",627
"bedridden",121
"bedside",4
"bee",6
"beer",1
"before",1
"behavior",458
"behavioral",13
"behaviour",12
"being",30
"belching",2
"belief",2
"beliefs",1
"bell",28
"belle",2
"bells",1
"below",44
"belt",10
"bend",1
"benda",19
"benefit",10
"benign",248
"benzo",2
"benzoate",1
"bep",29
"beriberi",1
"bernhard",2
"bertin",1
"beside",2
"best",1
"beta",39
"bete",1
"better",1
"between",9
"beyond",1
"bezoar",4
"bfs",3
"bg",115
"bh",3
"bi",13
"bibasilar",1
"bicarbonate",7
"biceps",3
"bicornate",1
"bicornuate",1
"bicuspid",10
"bid",823
"bidirectional",2
"bifid",1
"bifrontal",13
"bifurcation",27
"big",9
"bigeminy",9
"bike",2
"bil",531
"bilateral",768
"bile",264
"bili",43
"biliary",504
"bilirubin",262
"bilirubinemia",5
"bill",20
"bille",1
"billroth",20
"bilobed",2
"binge",11
"binocular",4
"bio",1
"biofeedback",2
"biological",1
"biologically",1
"biopsy",2618
"biotics",4
"biparietal",1
"bipolar",338
"bipolarity",8
"bird",1
"birth",23
"bisexual",1
"bismuth",17
"bite",129
"bitemporal",27
"biting",1
"bittock",1
"bizarre",4
"bk",27
"bl",2
"black",25
"blackout",1
"blacky",2
"bladder",1237
"blader",2
"blame",3
"blast",427
"blasts",1
"bld",1
"bleeder",13
"bleeding",2819
"bleomycin",4
"blepharophimosis",1
"blepharospasm",1
"blf",17
"blind",8
"blindness",20
"blink",1
"blinking",1
"blister",11
"bll",55
"bloating",7
"bloc",38
"block",702
"blocker",39
"blocking",1
"blood",1001
"bloody",195
"blot",1
"blow",4
"blowing",16
"blowout",12
"bls",1
"blue",4
"bluish",7
"blunt",2
"blunted",13
"blunting",18
"blur",1
"blurred",28
"blurring",11
"bm",1358
"bmi",4
"bmt",43
"bn",66
"board",4
"boc",2
"boca",1
"bodies",2
"bodily",2
"body",477
"bof",1
"boh",2
"bohr",1
"bolus",9
"bon",1
"bona",2
"bond",1
"bone",1716
"boned",3
"bones",34
"bony",18
"boo",2
"book",2
"boost",8
"booster",2
"boosting",1
"boot",1
"booth",1
"bora",4
"border",20
"borderline",67
"borman",1
"bosniak",33
"bot",15
"both",3886
"bottle",27
"bougie",23
"bouncing",2
"bound",3
"bourne",1
"bovine",1
"bowel",783
"bowels",1
"bowen",6
"bowl",4
"box",1
"boxing",3
"boyd",1
"bp",703
"bph",1124
"bpi",1
"bpt",5
"br",55
"brace",9
"brachial",30
"brachiocephalic",19
"brady",3
"bradycardia",131
"bradykinesia",31
"brain",3853
"brainstem",3
"bran",1
"branch",45
"branches",1
"branching",2
"brassy",3
"brast",3
"braun",24
"brc",7
"brca",1
"breakage",2
"breast",1353
"breath",24
"breathe",1
"breathing",26
"breech",7
"brest",3
"brevis",3
"brian",16
"bridge",28
"bridging",5
"brief",88
"bright",2
"brin",2
"brisement",4
"brisk",2
"broad",19
"broadcasting",8
"broca",1
"broken",5
"bronchi",7
"bronchial",214
"bronchiectasis",375
"bronchiectatic",3
"bronchiolar",1
"bronchioles",1
"bronchiolitis",295
"bronchitis",77
"broncho",8
"bronchoalveolar",1
"bronchodilator",4
"bronchogenic",4
"bronchopneumonia",59
"bronchopulmonary",1
"bronchoscope",4
"bronchoscopic",112
"bronchoscopy",379
"bronchostenosis",1
"bronchus",101
"brothers",1
"brown",26
"brownish",15
"brt",2
"bruise",55
"bruises",1
"bruising",17
"bruit",3
"brunner",2
"brush",9
"bs",42
"bsa",9
"bscp",5
"bsi",1
"bso",228
"bst",445
"bt",111
"btl",1
"bts",1
"btw",1
"bu",3
"bubble",5
"buccal",32
"buckling",2
"buckwheat",1
"bud",4
"budd",34
"buerger",23
"buffalo",2
"build",129
"bul",25
"bulb",33
"bulbar",9
"bulbous",7
"bulge",1
"bulged",1
"bulging",59
"bulimia",4
"bulk",2
"bulky",37
"bulla",39
"bullae",42
"bullet",1
"bullous",16
"bun",54
"bundle",3
"bunion",1
"bur",2
"burden",2
"bure",1
"burger",7
"buried",1
"burkitt",57
"burn",73
"burning",34
"burr",18
"bursa",4
"bursectomy",11
"bursitis",43
"burst",80
"bursting",13
"bus",3
"but",64
"buttock",371
"buttocks",1
"bv",10
"bvm",1
"bw",6
"bwt",42
"bx",3425
"by",134
"bypass",135
"bystander",51
"bz",1
"ca",5914
"caa",2
"cab",4
"cable",3
"cachexic",1
"cad",328
"cadaver",9
"cadaveric",17
"cae",4
"caf",1
"cafe",1
"caffein",1
"caffeine",1
"cag",1362
"cage",28
"caine",1
"cake",5
"cal",2
"calcaneal",9
"calcaneofibular",1
"calcaneus",53
"calcific",17
"calcification",96
"calcifications",1
"calcified",35
"calcifying",2
"calcinosis",1
"calcitonin",4
"calcium",15
"calculation",3
"calculi",2
"calculous",24
"calculus",8
"calf",116
"caliber",21
"call",4
"callosum",29
"callus",2
"calm",22
"caloric",1
"calorie",2
"calp",2
"calyceal",34
"calyces",3
"calyx",18
"cama",1
"came",3
"camino",16
"can",8
"canada",3
"canal",19
"cancer",8605
"cancerous",1
"candida",35
"candidate",16
"candidiasis",62
"cane",55
"caner",28
"canine",2
"canis",1
"canner",1
"cannot",25
"cannula",6
"cannulated",2
"cannulation",21
"canthal",3
"canthoplasty",1
"canting",1
"canula",1
"canulated",1
"caon",1
"cap",105
"capacity",9
"capitate",1
"capitellum",1
"capsaicin",1
"capsular",14
"capsule",63
"capsulectomy",2
"capsulitis",4
"capsulotomy",1
"car",639
"cara",1
"carbo",19
"carbonate",4
"carcinoid",34
"carcinoma",1089
"carcinomas",1
"carcinomatosis",389
"carcinomatous",3
"carcinosarcoma",11
"cardia",59
"cardiac",700
"cardial",1
"cardiogenic",43
"cardiogram",1
"cardiologic",26
"cardiology",8
"cardiomegaly",200
"cardiomyopathy",42
"cardiorenal",2
"cardiotoxicity",1
"cardiovascular",3
"care",5591
"caria",1
"caries",3
"carina",12
"carmine",2
"carn",7
"carnitine",1
"caroid",2
"carol",7
"caroli",3
"carolina",1
"carotid",71
"carotinemia",1
"carpal",35
"carpi",1
"carpus",1
"carrie",3
"carrier",895
"cart",11
"carte",2
"cartilage",16
"caruncle",10
"case",6
"casein",2
"caseous",2
"cashier",1
"cast",42
"casts",2
"cat",35
"catalepsy",4
"catamenial",1
"cataract",179
"catastrophic",1
"catatonia",6
"catatonic",16
"catch",1
"catecholamine",1
"category",1
"cath",550
"cathe",5
"cather",3
"catheter",351
"catheterization",13
"cauda",5
"caudal",77
"caudate",40
"cauliflower",2
"cause",41
"caused",10
"causing",8
"cauterization",1
"cautery",1
"cav",38
"cava",2
"caval",1
"cavernous",33
"cavitary",37
"cavitation",5
"cavities",1
"cavity",236
"cavum",1
"cb",28
"cbc",325
"cbd",2204
"cbi",1
"cbr",34
"cbs",7
"cc",913
"cca",17
"ccc",62
"ccd",14
"ccf",4
"cch",1
"ccm",4
"ccp",7
"ccr",17
"ccta",1
"cctv",52
"ccu",19
"cd",142
"cda",7
"cdb",2
"cdr",14
"cds",1
"cdt",1
"ce",77
"cea",79
"cecal",98
"cecitis",1
"cecum",50
"cedar",1
"celiac",58
"cell",1743
"cells",162
"cellular",19
"cellularity",17
"cellulitis",491
"cement",19
"cenesthetic",1
"cental",1
"center",18
"central",223
"centrally",1
"centro",2
"centromere",4
"centrum",5
"ceo",2
"cepa",1
"cephalexin",3
"cephalhematoma",2
"cephalic",6
"cephalosporin",37
"ceps",1
"cerebella",2
"cerebellar",87
"cerebellitis",3
"cerebellum",47
"cerebra",1
"cerebral",336
"cerebri",16
"cerebritis",2
"cerebrovascular",4
"ceruloplasmin",2
"cervical",1045
"cervicitis",3
"cervix",230
"cesarean",16
"cesarian",1
"cf",4
"cfa",7
"cfc",3
"cfs",78
"cg",4
"cgn",10
"cgs",1
"ch",5
"cha",5
"chad",2
"chads",4
"chain",62
"chains",3
"chair",20
"chalking",1
"challenge",6
"chamber",5
"chambers",1
"chance",1
"chane",1
"chang",2
"change",2657
"changed",1
"changes",19
"channel",5
"chaotic",3
"character",206
"characteristic",6
"characterization",2
"charcoal",8
"charcot",3
"charge",3
"chart",6
"chat",3
"chatting",1
"chb",46
"cheat",3
"check",1258
"checkable",2
"checke",1
"checked",52
"checking",4
"checkmate",1
"checkrein",1
"cheek",48
"cheiloplasty",4
"chelating",7
"chemical",12
"chemistry",2
"chemosis",1
"chemotherapy",746
"cheney",1
"cherry",7
"ches",1
"chest",8714
"chet",5
"chiari",121
"chiasm",1
"chiasmatic",1
"chicken",5
"chickenpox",6
"chief",297
"chil",6
"chilblain",1
"child",152
"childhood",2
"childish",1
"children",1
"chill",626
"chilling",1454
"chillis",1
"chillness",6
"chills",55
"chimerism",9
"chin",38
"china",3
"ching",1
"chip",2
"chips",2
"chlorambucil",12
"chloramphenicol",1
"chlordiazepoxide",2
"chlorhexidine",1
"chlorine",1
"chloroma",5
"chlorpheniramine",1
"chlorpromazine",11
"cho",4
"choanae",2
"choice",2
"choking",5
"chol",3
"cholangiography",1
"cholangitis",654
"cholecystectomy",1120
"cholecystitis",985
"cholecystoduodenostomy",1
"cholecystogastrostomy",1
"cholecystolithiasis",4
"choledochal",83
"choledochoduodenostomy",4
"choledochoenterostomy",3
"choledocholithiasis",1
"choledocholithotomy",6
"choledochotomy",1
"cholelithiasis",4
"cholesteatoma",11
"cholesterol",14
"cholesterolemia",1
"cholinergic",3
"cholinesterase",5
"chondral",2
"chondritis",1
"chondrodystrophy",1
"chondroid",1
"chondroplasty",1
"chondrosarcoma",5
"choop",2
"chop",448
"chordal",1
"chorea",10
"choreatic",2
"choriocarcinoma",15
"choroidal",6
"chr",42
"christian",1
"chromosomal",11
"chromosome",30
"chron",14
"chronic",1452
"chronological",8
"church",1
"chyle",2
"chylothorax",2
"ci",7
"cia",38
"cic",44
"cicatrization",1
"cid",1
"cir",1
"circle",1
"circular",1
"circulation",12
"circumcision",3
"circumference",3
"circumferential",3
"circumflex",2
"circumoral",1
"circumscribed",1
"circumstantial",4
"circumstantiality",2
"cirrhosis",124
"cirrhotic",3
"cis",120
"cisplatine",2
"cistern",2
"cit",19
"cital",2
"civ",5
"cj",1
"ck",198
"cl",4
"cladosporium",1
"clamp",20
"clamping",25
"clap",1
"clari",2
"clarify",10
"clarity",1
"class",49
"classic",1
"classification",7
"claudication",108
"clavicle",115
"clavicular",11
"claw",2
"clean",4
"clear",177
"clearance",2
"cleat",1
"clef",1
"cleft",101
"cleopatra",28
"clid",6
"climbing",1
"cline",3
"clinic",1153
"clinical",39
"clinically",23
"clinics",1
"clinid",4
"clip",78
"clipping",153
"clival",1
"clivus",12
"clo",21
"cloacae",2
"clockwise",1
"clogging",2
"clonic",57
"clonorchiasis",1
"clonorchis",2
"clonus",2
"close",53
"closed",242
"closely",1
"closer",3
"closing",1
"clostridium",2
"closure",600
"clot",168
"clots",2
"cloudy",3
"cloze",1
"club",4
"clubfoot",1
"clumsiness",2
"cluster",16
"clusters",4
"cm",3080
"cmc",7
"cmf",16
"cmg",1
"cmh",51
"cml",76
"cms",3
"cmt",2
"cn",41
"cnd",48
"cni",1
"cno",1
"cns",254
"co",277
"coad",1
"coagulability",1
"coagulase",1
"coagulation",49
"coal",4
"coarctation",4
"coarse",59
"coat",1
"coating",4
"cobb",1
"cobble",3
"cobblestone",5
"cocci",18
"coccus",2
"coccygeal",9
"coccyx",97
"cochlear",9
"cock",1
"cocktail",3
"codein",7
"codeine",6
"codman",1
"codon",31
