"word","freq"
"수축기",6
"수출",1
"수평",3
"수포",164
"수포음",2
"수포형성",1
"수행",70
"수행능력",1
"수혈",448
"수화",1
"수화기",1
"수확",2
"숙면",4
"숙소",22
"숙주",1
"숙취",2
"순간",102
"순서",15
"순수",2
"순위",3
"순응",6
"순응도",2
"순화",5
"순환",57
"순환기",473
"술기",1
"숨길",1
"숨쉬기",221
"숫자",18
"쉰소리",1
"슈도모나스",1
"슈반세포종",1
"스테로이드",101
"스텐트",32
"스토마",1
"스트레스",1026
"스트렙토키나아제",1
"스펀지",1
"스프링",2
"스플린트",2
"슬개골",9
"슬관절",59
"슬와",1
"슬와동맥",1
"습관",30
"습득",3
"습진",15
"승모",1
"승모근",1
"승모판",11
"승압제",2
"승인",1
"시각",45
"시각장애",6
"시간",326
"시간간격",4
"시계",12
"시공",12
"시기",30
"시동",4
"시럽",6
"시력",145
"시력검사",2
"시력장애",3
"시료",1
"시메티딘",3
"시멘트",46
"시반",59
"시범",1
"시상",3
"시상봉합",1
"시선",40
"시설",39
"시술",748
"시스템",3
"시신경",17
"시신경염",14
"시신경유두부종",1
"시야",51
"시야검사",1
"시야결손",2
"시체",6
"시축",1
"시프로플록사신",1
"시험",196
"시험관",11
"식단",5
"식도",29
"식도염",35
"식도정맥류",4
"식도협착",6
"식물",3
"식별",1
"식사",2425
"식사조절",2
"식욕",312
"식욕부진",140
"식욕억제",2
"식욕억제제",1
"식은땀",184
"식전",47
"식중독",10
"식초",6
"식품",17
"식후",232
"신경",3412
"신경계",1
"신경계질환",1
"신경관",1
"신경마비",1
"신경모세포종",1
"신경분포",1
"신경블록",1
"신경섬유종",20
"신경섬유종증",2
"신경성",11
"신경심리학",1
"신경안정제",22
"신경외과",1022
"신경절",2
"신경증",3
"신경차단",5
"신경통",31
"신경파괴술",2
"신경학",2
"신경학적",46
"신뢰도",2
"신발",66
"신부전",38
"신생물",5
"신생아",62
"신생아실",3
"신생아집중치료실",1
"신생아황달",3
"신연",5
"신우",5
"신우신염",72
"신우염",1
"신장",416
"신장결석",14
"신장결핵",4
"신장기능도",2
"신장낭종",1
"신장암",21
"신장염",9
"신장이식",85
"신장절제",1
"신전",1
"신종",12
"신증후군",23
"신체",88
"신체검사",22
"신체상",1
"신체화",1
"신호",30
"실금",4
"실리콘",4
"실명",32
"실수",81
"실신",32
"실어증",2
"실인증",1
"실재",5
"실제나이",15
"실질",1
"실핏줄",7
"실험",5
"실험실",2
"싫증",5
"심근",5
"심낭",2
"심내막",2
"심내막염",5
"심도",2
"심리검사",74
"심리극",5
"심리적",17
"심리학",3
"심박동",2
"심방",2
"심방세동",8
"심방중격결손",2
"심부",11
"심부전",43
"심부정맥",3
"심부정맥혈전증",1
"심실",4
"심실세동",2
"심음",2
"심인성",1
"심잡음",12
"심장",249
"심장마비",6
"심장막",1
"심장병",9
"심장비대",1
"심장압박",1
"심장통증",1
"심장판막",16
"심장혈관",1
"심전도",31
"심초음파",54
"심초음파상",19
"심폐",1
"심폐소생술",16
"심혈관계",5
"심혈관질환",3
"십이지장",35
"십이지장염",3
"십이지장폐쇄",1
"십자",4
"십자인대",19
"쌍각자궁",1
"쌍꺼풀",11
"쌍둥이",33
"쌕쌕거림",19
"쓰레기",43
"쓴맛",3
"쓸개",5
"쓸개암",1
"쓸개즙",1
"아과",22
"아구창",3
"아급성",3
"아기",72
"아나필락시스",4
"아동",7
"아래",416
"아래눈꺼풀",1
"아래턱",11
"아래팔",4
"아랫배",220
"아령",2
"아목",1
"아목시실린",7
"아미노산",1
"아미노필린",1
"아세톤",1
"아세트아미노펜",3
"아스피린",85
"아연",1
"아종",1
"아킬레스건",26
"아토피",71
"아토피피부염",27
"악관절",1
"악몽",36
"악성",47
"악성종양",9
"악성흑색종",3
"악취",17
"악하선",4
"악화",5999
"안개",5
"안검",1
"안검하수",12
"안경",32
"안경사",1
"안과의사",1
"안구",41
"안구건조증",3
"안구내",1
"안구돌출",2
"안구운동",1
"안내",14
"안대",1
"안락사",1
"안마",16
"안면",121
"안면골",51
"안면마비",25
"안면신경",3
"안색",13
"안압",2
"안위",3
"안저",7
"안전",13
"안절부절",40
"안정",252
"안정제",32
"알닥톤",2
"알레르기",285
"알레르기비염",2
"알레르기약",3
"알루미늄",3
"알벤다졸",1
"알부민",2
"알약",11
"알츠하이머병",1
"알코올",24
"암모늄",2
"암모니아",3
"암시",10
"암종",2
"암호",1
"압력",18
"압박",58
"압박골절",35
"압박붕대",2
"압착",4
"압축",1
"압출",1
"압통",41
"앙금",1
"앞니",3
"앞면",3
"애도",4
"애도반응",4
"애정망상",1
"애착",7
"액상",2
"액체",15
"액취증",3
"액화",1
"앰뷸런스",8
"야간",63
"야간뇨",14
"야간발한",4
"야경증",1
"야뇨증",6
"야맹증",1
"약국",223
"약물",2279
"약물알레르기",1
"약물요법",1
"약물치료",558
"약사",9
"약시",2
"약점",4
"약제",257
"약초",18
"약학",1
"약화",23
"양가감정",1
"양극성",10
"양극성장애",3
"양막",1
"양부모",1
"양상",6079
"양성",182
"양성자",1
"양성종양",13
"양성증상",2
"양수",12
"양식",2
"양심",2
"양안",157
"양안복시",1
"양육",81
"양자",1
"양지",8
"양쪽",1201
"양측",838
"양측성",2
"양치질",22
"양친",1
"어귀",1
"어깨",750
"어깨관절",1
"어깨뼈",1
"어깨위",1
"어깨통증",51
"어린이",13
"어머니",3097
"어조",1
"어지러움",416
"어지럼",25
"억압",5
"억제",16
"억제제",24
"언덕",29
"언어",71
"언어영역",1
"언어장애",19
"언어치료",13
"얼굴",1050
"얼굴마비",4
"얼굴뼈",4
"얼굴홍조",1
"얼룩",1
"얼음",8
"얼음찜질",1
"엄지",102
"엄지발가락",106
"엄지손가락",24
"업무시간",2
"엉덩",16
"엉덩관절",2
"엉덩뼈",1
"엉덩이",317
"엉치",125
"엉치부위",6
"엉치뼈",13
"엉치통증",11
"에너지",20
"에스트로겐",2
"에이즈",2
"에코",1
"에틸렌",1
"에피네프린",2
"엔진",1
"여드름",30
"여분",29
"여성",43
"여성형",3
"여성호르몬",7
"여유",17
"여자",607
"역동학",3
"역류",19
"역류성",23
"역사",8
"역할",44
"연결",35
"연계",67
"연고",109
"연골",92
"연골세포",1
"연골염",1
"연관",37
"연구",15
"연구개",2
"연기",229
"연동",1
"연락",553
"연령",11
"연루",6
"연상",38
"연성",1
"연속",35
"연장",19
"연조직",34
"연조직염",1
"연축성",2
"연하",28
"연하곤란",39
"연합",6
"연화제",2
"연화증",2
"열경련",2
"열광",3
"열등",1
"열등감",19
"열발생",2
"열성",24
"열성경련",24
"열치료",3
"염력",1
"염산",11
"염색",4
"염색체",26
"염소",2
"염전",1
"염좌",12
"염증",496
"염증반응",3
"염증발생",2
"염증약",2
"영상",160
"영상소견",3
"영상의학",195
"영아",4
"영아연축",3
"영안실",1
"영양",13
"영양공",1
"영양공급",2
"영양사",3
"영양상태",2
"영양실조",3
"영양학",2
"영역",6
"옆구리",393
"예기불안",3
"예방",37
"예방접종",63
"예방접종후",1
"예비",2
"예상",35
"예정",1954
"예측",9
"예후",9
"오금",3
"오디션",6
"오류",2
"오목가슴",2
"오물",8
"오염",8
"오줌",7
"오진",1
"오한",21
"오한감",3
"온도",21
"온열치료",66
"온천",2
"올리브모양",1
"옻나무",1
"와우",2
"와이어",5
"와파린",42
"완벽주의",1
"완성",2
"완전포상기태",10
"완전한",2
"완화",284
"완화요법",1
"완화치료",7
"왜곡",3
"외과",1495
"외과수술",2
"외과치료",1
"외래진료",168
"외부",227
"외사시",7
"외상",195
"외상후",11
"외음부",8
"외이",8
"외이도",2
"외이도염",4
"외인성",1
"외측",15
"외투",2
"왼손잡이",2
"왼쪽",3277
"요골",9
"요관",15
"요관결석",46
"요관방광",1
"요관스텐트",2
"요관파열",1
"요관협착",9
"요구",193
"요당",1
"요도",15
"요도괄약근",1
"요도구",1
"요도염",3
"요도하열",2
"요도협착",1
"요독증",1
"요로",28
"요막관",1
"요법",41
"요부",1
"요산",2
"요산뇨",1
"요소",1
"요실금",66
"요양치료",10
"요오드",4
"요의",12
"요인",6
"요정체",2
"요척골",2
"요추",74
"요추염좌",1
"요추천자",3
"요통",184
"욕구",16
"욕조",24
"욕지기",2
"욕창",81
"용기",14
"용납",2
"용량",224
"용액",2
"용어",3
"용접",12
"용지",2
"용해",1
"용해제",1
"우관상동맥",1
"우레탄",1
"우발",1
"우세",1
"우심실",1
"우연",7
"우울",425
"우울삽화",23
"우울장애",4
"우울증",399
"우위",1
"우유",76
"우유부단",1
"우주선",1
"우회술",4
"우회전",10
"운동",587
"운동감각",2
"운동능력",4
"운동량",8
"운동마비",1
"운동범위",2
"운동부하검사",1
"운동성",7
"운동신경",1
"운동요법",10
"운동저하",1
"운동치료",9
"운반",7
"운영",192
"울타리",5
"웃음",13
"웅덩이",4
"원격",1
"원리",2
"원반",1
"원발",9
"원발암",1
"원숭이",1
"원시",22
"원심",1
"원심분리",1
"원액",6
"원인",235
"원인불명",14
"원장",31
"원주",62
"원천",1
"원추",2
"원칙",4
"원통",1
"원형",2
"원형탈모",2
"월경",1356
"월경과다",7
"월경불순",2
"월경통",6
"위내시경",288
"위내시경검사",5
"위벽",2
"위산",1
"위산과다",2
"위생",14
"위생관리",3
"위석",1
"위세척",8
"위식도염",1
"위십이지장",1
"위아래",10
"위액",1
"위약",14
"위역류",1
"위염",153
"위장",11
"위장관",12
"위장염",2
"위장장애",10
"위절제",3
"위축",38
"위축성",4
"위축증",1
"위출혈",9
"위치",112
"위통",2
"위통증",1
"위팔",5
"위하수",4
"위험",64
"위험도",1
"위협",43
"윌슨병",2
"유기",1
"유도",22
"유도분만",3
"유도제",7
"유동",1
"유두",7
"유두부종",5
"유두종",2
"유륜",1
"유리",67
"유리체",16
"유리피판",5
"유문",1
"유미흉",1
"유발",94
"유발검사",2
"유방",85
"유방암",156
"유방재건",1
"유방증",1
"유방촬영",1
"유사",15
"유산",49
"유산균",6
"유산소운동",1
"유선염",3
"유입",2
"유전",5
"유전자",35
"유전체",1
"유전학",12
"유지",724
"유착",30
"유착성",1
"유출",10
"유치",15
"유합",13
"유합술",11
"유행",6
"유행성",4
"유형",1
"육아",30
"육아조직",1
"육아종",1
"육안",5
"육안적",44
"육종",3
"육체",2
"융기",2
"융합",2
"은행",45
"음경",5
"음낭",2
"음낭수종",1
"음료",11
"음모",4
"음부",11
"음성",112
"음성증상",2
"음성틱",1
"음식",470
"음식물찌꺼기",2
"음식알레르기",1
"음식조절",1
"음영",4
"음파",17
"응고",4
"응급",1044
"응급수술",225
"응급의료",1
"응급의료센터",3
"응급의학",216
"응급처치",19
"의도",10
"의료",14
"의료법",2
"의료보험",1
"의무기록",8
"의무실",7
"의사",191
"의사소통",142
"의사처방",1
"의수",3
"의식",1033
"의식상태",10
"의식저하",118
"의식혼탁",1
"의안",7
"의욕",198
"의원",588
"의족",14
"의존",26
"의지",64
"의치",6
"의학",38
"이뇨",1
"이뇨제",304
"이동",77
"이동성",1
"이드",4
"이득",9
"이란성",3
"이력",34
"이론",2
"이름",126
"이마",142
"이마부위",16
"이명",9
"이모양",1
"이물",12
"이물감",89
"이물질",21
"이미프라민",1
"이복",5
"이부",1
"이분척추",1
"이상",3950
"이상감각",13
"이상적",5
"이상증",1
"이상행동",50
"이석증",10
"이성",31
"이송",177
"이수",3
"이슬",1
"이식",190
"이식편",1
"이온",1
"이완",4
"이완기",2
"이완제",4
"이용",88
"이유",640
"이음",2
"이자",13
"이주",2
"이중",4
"이진수",4
"이차",5
"이탈",4
"이틀",284
"이하",136
"이하선",34
"이하선부위",4
"이하선염",1
"이해",156
"이행",6
"이형",1
"이형성",2
"이화",2
"익상편",1
"인간",7
"인격",1
"인격장애",5
"인공",37
"인공관절",144
"인공눈물",2
"인공방광",1
"인공수정",10
"인공수정체",4
"인공판막",6
"인공항문",6
"인공호흡",11
"인공호흡기",6
"인광",1
"인구조사",1
"인당",1
"인대",92
"인대파열",15
"인두",3
"인두염",1
"인력",4
"인상",21
"인슐린",254
"인식",9
"인접",4
"인정",72
"인지",10
"인지장애",5
"인터넷",146
"인터벤션",1
"인터페론",2
"인플루엔자",7
"인후두",1
"인후두염",1
"인후염",7
"일과성",2
"일관성",1
"일란성",6
"일반",100
"일반식",6
"일반외과",11
"일반인",3
"일본뇌염",1
"일부",161
"일산화탄소",2
"일상",117
"일중변동",4
"일차",4
"일차봉합",1
"일치",64
"임상",27
"임상소견",1
"임상시험",9
"임상증상",12
"임신",352
"임신기간",4
"임신낭",2
"임신부",1
"임신중독증",6
"임의",61
"임종",4
"임플란트",27
"입구",19
"입꼬리",23
"입덧",14
"입맛",289
"입방",1
"입사",20
"입술",145
"입안",98
"입양",3
"입원가료",3
"입주위",27
"입천장",11
"입체",1
"잇몸",67
"잇몸출혈",10
"자가",102
"자가면역",3
"자가면역질환",5
"자가이식",5
"자가진단",2
"자가치료",9
"자각",2
"자각증상",2
"자국",18
"자궁",188
"자궁각",1
"자궁경",13
"자궁경부",24
"자궁경부무력증",2
"자궁경부암",106
"자궁근종",124
"자궁내",24
"자궁내막",34
"자궁내막염",3
"자궁내막종",10
"자궁내막증",39
"자궁내막폴립",1
"자궁동맥",1
"자궁부속기",3
"자궁선근증",3
"자궁수축",4
"자궁외임신",11
"자궁주위조직",1
"자궁질",2
"자궁질탈출",1
"자궁출혈",1
"자궁탈출",17
"자궁하부",6
"자궁하수",4
"자궁협착",1
"자극",112
"자극과민성",2
"자극기",8
"자극성",2
"자기비난",1
"자동",7
"자료",15
"자루",3
"자리",344
"자릿수",1
"자매",4
"자문",2
"자반",32
"자발",2
"자발성",4
"자발호흡",7
"자살",209
"자상",29
"자석",6
"자세",106
"자손",2
"자아",2
"자연분만",42
"자연유산",16
"자연치유",1
"자원",6
"자위",19
"자유",21
"자율신경계",3
"자전",13
"자제",11
"자책",20
"자체",50
"자폐장애",1
"자폐증",6
"자해",70
"자형",1
"작물",1
"작업",307
"작업대",3
"작업치료사",1
"작열감",4
"작용",19
"잔기",1
"잔뇨",6
"잔류",2
"잔류태반",1
"잔상",5
"잔여",2
"잔재",2
"잔존",6
"잠금장치",1
"잠꼬대",12
"잠버릇",1
"잠복",2
"잠복결핵",1
"잠복고환",4
"잠시",1
"잠혈",3
"잠혈검사",4
"잡음",2
"장간막",5
"장결핵",6
"장골",3
"장관",2
"장기",49
"장내시경",13
"장딴지",5
"장루",72
"장마비",5
"장벽",5
"장비",15
"장소",34
"장수",1
"장애",264
"장액종",1
"장염",203
"장염전",1
"장요근",2
"장운동",2
"장유착박리",1
"장음",4
"장절제",3
"장중첩증",14
"장출혈",1
"장치",8
"장통증",1
"장티푸스",3
"장파열",7
"장폐색",29
"장폐색증",3
"장폐쇄",2
"장협착",1
"재건",44
"재건수술",3
"재결합",13
"재골절",6
"재교육",3
"재능",11
"재래식",1
"재료",1
"재발",1218
"재발암",1
"재발열",4
"재배",1
"재배치",2
"재봉합",4
"재삽입",10
"재생",6
"재앙",1
"재연",2
"재이식",2
"재조사",1
"재채기",32
"재출혈",9
"재해",2
"재활",178
"재활성",1
"재활성화",2
"재활원",7
"재활의학",173
"쟁반",1
"저나트륨혈증",1
"저류",1
"저산소증",6
"저알부민혈증",1
"저위험군",1
"저작",1
"저장",6
"저지",5
"저체온",3
"저하",1466
"저항",30
"저항성",2
"저혈당",122
"저혈압",32
"적극",6
"적성",18
"적외선",4
"적용",58
"적응",233
"적응장애",8
"적응증",34
"적절성",2
"적출",7
"적합",8
"적혈구",2
"적혈구계",3
"전격",1
"전공의",2
"전극",3
"전기",103
"전기영동",1
"전기충격",1
"전단",1
"전달",14
"전도",21
"전두엽",4
"전류",4
"전립선",262
"전립선암",144
"전문",31
"전문가",2
"전문의",2
"전반",64
"전방",20
"전상",1
"전선",7
"전시",2
"전신",1180
"전신경화증",2
"전신마비",1
"전신마취",112
"전신부종",49
"전신증상",14
"전신통증",83
"전염",3
"전원",4506
"전위",2
"전율",1
"전이",40
"전자",14
"전자기",1
"전자석",1
"전정",1
"전정신경염",2
"전조",5
"전지",3
"전진",5
"전체",279
"전치태반",3
"전파",10
"전해질불균형",1
"전형적",28
"전환",58
"전환장애",1
"절개",15
"절개배농",2
"절개생검",1
"절골",1
"절단",60
"절단기",5
"절단술",9
"절박유산",2
"절반",49
"절제",117
"절제생검",1
"절차",9
"점검",3
"점막",13
"점막하",3
"점막하층",1
"점수",24
"점안",3
"점액",4
"점액낭",1
"점액변",10
"점액성",11
"점액종",1
"점액질",11
"점토",1
"점프",7
"접근",36
"접시",6
"접종",26
"접착제",4
"접촉",32
"접촉성",7
"접합",3
"접합부",2
"정강",5
"정강이",58
"정강종아리",1
"정관",1
"정낭",1
"정년",3
"정도",6115
"정동",29
"정동장애",2
"정량",2
"정렬",3
"정맥",15
"정맥류",21
"정맥압",1
"정맥주사",8
"정보",19
"정보처리",1
"정복",8
"정복술",28
"정상",451
"정상분만",6
"정상상태",1
"정상체온",1
"정상치",1
"정상화",50
"정성",5
"정수기",5
"정시",5
"정신",1811
"정신과",388
"정신과의사",1
"정신력",4
"정신병",20
"정신병자",18
"정신분열",1
"정신분열병",17
"정신상태",1
"정신의학",1
"정신이상",1
"정신장애",4
"정신지체",24
"정신질환",7
"정액",5
"정염성",3
"정의",2
"정자",6
"정적",6
"정제",3
"정중",2
"정지",18
"정착",3
"정책",3
"정체",5
"정체성",1
"정형",93
"정화",3
"젖꼭지",1
"제거",784
"제대",58
"제대혈",5
"제도",4
"제부",5
"제시",2
"제안",47
"제약",5
"제왕절개",49
"제자리",5
"제작",14
"제재",11
"제초제",19
"제한",50
"젤리",1
"조각",13
"조건",13
"조기",1
"조기암",1
"조기폐경",1
"조대술",1
"조류",1
"조리",4
"조명",2
"조사",48
"조산",8
"조산아",2
"조심",20
"조영",8
"조영상",1
"조영제",23
"조영증강",2
"조율",2
"조작",8
"조절",3952
"조절제",3
"조정",90
"조제",1
"조준",1
"조증",33
"조직",246
"조직구증",2
"조직적합성",2
"조직확장기",13
"조치",99
"조합",15
"조현병",23
"조회",2
"족관절",13
"족저",2
"좁쌀",12
"종골",11
"종괴",163
"종기",32
"종대",18
"종료",222
"종류",42
"종말",2
"종사",42
"종아리",255
"종양",310
"종양학",4
"종이",20
"종점",2
"종종걸음",32
"종창",5
"종합검사",1
"좌골신경통",1
"좌뇌",1
"좌불안석",1
"좌심실",2
"좌약",9
"좌절",17
"좌측",2498
"좌표",1
"죄책감",127
"주관",4
"주관절",15
"주기적",129
"주름",6
"주머니",5
"주변",689
"주변부",24
"주사",630
"주사기",6
"주산기",56
"주석",1
"주스",9
"주시",3
"주요",3
"주위",458
"주의",16
"주의력",4
"주입",42
"주입기",1
"주정",61
"주제",34
"주증상",2
"주택",13
"주파수",1
"죽상경화",1
"죽음",45
"준비",510
"줄기세포",5
"중간",134
"중간자",1
"중격",2
"중격결손",1
"중기",3
"중년",2
"중뇌",1
"중단",1880
"중독",31
"중독자",1
"중독증",7
"중력",2
"중복",1
"중성지방",2
"중수",2
"중수골",2
"중수관절",1
"중수지관절",1
"중심",110
"중요성",5
"중이",27
"중이염",135
"중재",14
"중절",12
"중족골",2
"중증근무력증",1
"중지",76
"중추",1
"중풍",20
"중환자",8
"중환자실",166
"쥐약",8
"증가",2228
"증강",3
"증기",9
"증명",5
"증명서",1
"증상치료",14
"증식",1
"증식성",2
"증진",1
"증후군",122
"지각",29
"지구",2
"지남력",35
"지능",26
"지능검사",3
"지능지수",3
"지도",3
"지렁이",1
"지루",3
"지름길",1
"지문",5
"지방",41
"지방변",3
"지방조직",1
"지방종",17
"지붕",28
"지사",2
"지사제",21
"지속성",2
"지속시간",26
"지수",6
"지시",42
"지역",283
"지역병원",359
"지역사회",3
"지연",149
"지연반응",1
"지원",93
"지위",2
"지정",1
"지주",1
"지주막",2
"지주막하",17
"지지",5
"지질",2
"지체",9
"지팡이",105
"지표",1
"지혈",51
"지혈제",15
"직경",12
"직업력",14
"직원",99
"직장",623
"직장경",2
"직장내",5
"직장동",1
"직장염",2
"직장탈출증",1
"직진",37
"진경제",3
"진균감염",1
"진단서",34
"진단적",32
"진동",4
"진드기",11
"진료",5069
"진료소",1
"진료의",1
"진물",57
"진상",27
"진입",34
"진정",26
"진정제",5
"진주",10
"진주종",15
"진찰",108
"진통",1
"진통제",716
"진폐증",50
"진행",4870
"질문",111
"질병",54
"질분비물",22
"질산",1
"질성형",1
"질소",1
"질염",13
"질정",3
"질출혈",177
"질투",7
"질환",359
"집게",2
"집단",13
"집먼지",9
"집먼지진드기",5
"집중",331
"집중력",89
"집중치료실",26
"집착",85
"짓무른",1
"징후",9
"찌꺼기",12
"찜질",9
"차단",7
"차멀미",1
"차별",10
"차용",1
"차원",16
"차이",37
"착각",5
"착란",2
"착상",2
"착색",3
"찰과상",10
"창백",23
"창자",5
"채식주의자",1
"채용",6
"처녀",9
"처리",66
"처방",2431
"처방약",73
"처방전",14
"처치",180
"척골",5
"척도",3
"척수",23
"척수공동증",5
"척수병",1
"척수손상",1
"척수신경",1
"척수염",6
"척수종양",1
"척추",203
"척추결핵",3
"척추관절병",1
"척추마취",4
"척추분리증",3
"척추뼈",3
"척추염",28
"척추전방전위증",4
"척추천자",1
"척추체",2
"척추통증",1
"천골",2
"천공",40
"천공술",3
"천막",2
"천명",1
"천문",2
"천식",374
"천식발작",2
"천자",19
"천장관절염",3
"천재",2
"철도사고",1
"철사",6
"첨족",1
"청각",1
"청각장애",15
"청력",61
"청력검사",4
"청력소실",1
"청력장애",5
"청력저하",28
"청색증",27
"청소",143
"청소기",2
"청소년",39
"청소년기",2
"청신경",3
"청원",1
"청진",87
"청진기",1
"청취",4
"체간",1
"체격",12
"체계적",1
"체력",24
"체벽",1
"체액",1
"체열촬영",1
"체온",94
"체온상승",1
"체외",1
"체외수정",5
"체위",5
"체인",4
"체제",1
"체조",5
"체중증가",38
"체질",5
"체형",4
"초경",10
"초과",2
"초기당뇨병",1
"초산",1
"초음파",569
"초음파검사",5
"초음파상",297
"초임부",1
"초점",44
"초조",68
"촉각",1
"촉진",17
"촉진제",3
"총담관",3
"총담관결석",1
"총상",7
"총알",1
"총합",1
"최고점",2
"최고치",1
"최대",36
"최면",3
"최소",20
"최소량",1
"추가접종",1
"추간공",2
"추간판",27
"추간판염",1
"추위",7
"추이",1
"추적",230
"추적검사",9
"추정",306
"추정진단",2
"축농",2
"축사",5
"축소",1
"축착",1
"출산",160
"출산력",9
"출생",428
"출생과정",2
"출생시",173
"출생전",2
"출생체중",3
"출생후",89
"출처",3
"출혈",464
"출혈경향",1
"출혈열",5
"충격",125
"충격파",6
"충돌",218
"충동",53
"충동성",12
"충수염",1
"충수주위",1
"충전기",5
"충전술",2
"충치",7
"충혈",43
"췌장",63
"췌장염",58
"취득",29
"취약",2
"측뇌실",1
"측두",4
"측두부",14
"측두엽",9
"측면",24
"측부인대",1
"측정",951
"측정기",1
"치골",2
"치과",83
"치과기공사",1
"치과의사",1
"치근단",1
"치료가능",2
"치료계획",21
"치료자",3
"치료적",6
"치료제",5
"치료효과",2
"치매",187
"치명적",1
"치밀",3
"치사",2
"치석",2
"치아",71
"치약",3
"치열",4
"치유",15
"치조골",1
"치주",2
"치주질환",1
"치즈",5
"치통",25
"치핵",10
"치환",3
"친밀",5
"친척",41
"침대",310
"침범",27
"침분비",2
"침상",33
"침샘",4
"침샘염",1
"침술",12
"침윤",4
"침윤성",1
"침입",4
"침착",4
"침흘림",1
"카드",43
"카메라",23
"카테터",6
"칸디다",1
"칼라민",1
"칼륨",2
"칼슘",1
"컴퓨터단층촬영",1
"케이블",3
"켈로이드",1
"코감기",15
"코끝",8
"코데인",1
"코드",16
"코막힘",81
"코밑",4
"코뼈",5
"코뼈골절",1
"코일",1
"코털",1
"코피",88
"콘딜로마",1
"콜라겐",3
"콜레스테롤",11
"콜린성",1
"콤플렉스",2
"콧구멍",2
"콧등",12
"콧물",464
"콧소리",1
"콩팥",74
"콩팥기능도",2
"콩팥돌",1
"쿠싱증후군",3
"크레아티닌",1
"크레아틴",1
"크론병",17
"크림",5
"클로르프로마진",1
"클립",4
"타격",1
"타르",1
"타목시펜",2
"타박",6
"타박상",21
"타원",1601
"타이레놀",109
"탈구",36
"탈락",16
"탈모",20
"탈선",1
"탈수",3
"탈장",62
"탈진",6
"탈출",23
"탈피",1
"탐닉",2
"탐색",1
"탐식",1
"태도",77
"태동",3
"태반",5
"태반조기박리",1
"태변",4
"태변흡인",4
"태아",16
"태양",1
"탯줄",4
"터너증후군",1
"터널",14
"턱관절",10
"턱통증",1
"테이프",6
"텐트",1
"텔레파시",6
"토르",1
"토혈",53
"톨루엔",7
"톱니바퀴",1
"통각과민",1
"통과",71
"통로",2
"통원",50
"통원수술",8
"통일",1
"통제",55
"통증발생",32
"통증유발",3
"통증조절",99
"통풍",58
"통합",3
"퇴행",7
"퇴행행동",1
"투사",2
"투석",1155
"투석액",39
"투약",602
"투여",28
"투입",1
"트레드밀",2
"트리암시놀론",3
"트림",7
"특성",5
"특성화",1
"특이",6809
"특이성",3
"특이항원",2
"특정",19
"특징",4
"틀니",10
"틈새",1
"티눈",9
"파괴",1
"파노라마",1
"파라핀",1
"파리",1
"파상",14
"파상풍",6
"파손",9
"파열",153
"파일",3
"파절",1
"파종",5
"파킨슨",50
"파킨슨병",52
"파킨슨증후군",1
"파행",7
"파형",1
"판단",460
"판독",186
"판막",26
"팔걸이",2
"팔꿈치",139
"팔다리",316
"팔다리통증",1
"팔찌",1
"패드",55
"패턴",18
"패혈증",27
"팽만",64
"팽창",16
"팽창부",1
"펌프",14
"페놀",1
"페니실린",8
"페서리",1
"페이스",3
"페인트",8
"편도",18
"편도염",15
"편두통",27
"편마비",51
"편차",1
"편평세포",1
"편향",1
"평가",199
"평균",58
"평균혈압",1
"평온",1
"평판",5
"평형감각",1
"평활",1
"평활근종",2
"폐결핵",168
"폐경",50
"폐경후",2
"폐기",3
"폐기물",2
"폐기종",10
"폐동맥",2
"폐동맥고혈압",1
"폐렴",637
"폐렴구균",5
"폐병",2
"폐부종",7
"폐색",10
"폐색전증",1
"폐섬유증",2
"폐쇄",18
"폐수",1
"폐절제",1
"폐지",5
"폐하",3
"폐활량",2
"포경수술",1
"포도당",5
"포도막염",9
"포도알균",3
"포만감",2
"포복",1
"포상기태",1
"포스터",3
"포자",1
"포진",32
"포화",9
"폭로",1
"폭발적",21
"폭식",28
"폭주",1
"폭행",94
"폴립",1
"폴산",1
"표면",6
"표면적",2
"표시",13
"표시하기",2
"표적",3
"표정",111
"표지",1
"표피",4
"표피모반",1
"표현",213
"풀이",2
"풍선",6
"풍진",1
"풍토병",1
"프로게스테론",1
"프로그램",39
"플라스틱",10
"플루",7
"피고름",6
"피난",1
"피딱지",2
"피로",84
"피부",879
"피부건조증",1
"피부과",202
"피부관리",1
"피부굴",2
"피부근염",1
"피부반응",1
"피부병",9
"피부소견",2
"피부염",75
"피부이식",45
"피부통증",1
"피신",1
"피질",1
"피치",2
"피판",3
"피하결절",1
"피하주사",2
"피해망상",84
"필름",1
"필요",1155
"핍지교종",1
"하강",13
"하대정맥",1
"하드웨어",1
"하루동안",24
"하반신마비",2
"하복부",285
"하수",6
"하수도",2
"하수처리",1
"하악",23
"하악골",20
"하안검",3
"하인두",1
"하중",4
"하지",98
"하지통",4
"하품",6
"하행",1
"하행결장",1
"하횡격막동맥",1
"학과",49
"학대",11
"학부",3
"학습",18
"학위",1
"학회",1
"한걸음",1
"한계",4
"한눈",5
"한센병",1
"한숨",35
"한약방",8
"한정",1
"한포",1
"할당",1
"함몰",10
"함몰유두",1
"합병증",650
"합지증",3
"합치",1
"핫팩",1
"항갑상선제",4
"항결핵제",28
"항경련",2
"항경련제",32
"항고혈압",1
"항고혈압제",6
"항공",1
